"pair.no","ind1.id","ind2.id","group","qt_point","quellergt.low","quellergt.high"
1,"AO-B-AP","AO-B-JU","AOAO",0.5095,0.2521,0.7518
2,"AO-B-AP","AO-B-NV","AOAO",0.2844,-0.0452,0.6232
3,"AO-B-AP","AO-R-CR","AOAO",0.145,-0.1992,0.4025
4,"AO-B-AP","AO-R-NV","AOAO",0.0586,-0.158,0.2708
5,"AO-B-AP","AP-B-AO","AOAP",-0.0651,-0.2437,0.1486
6,"AO-B-AP","AP-B-CR","AOAP",0.1006,-0.1219,0.4681
7,"AO-B-AP","AP-B-LV","AOAP",-0.0651,-0.3838,0.3101
8,"AO-B-AP","AP-B-MO","AOAP",0.0437,-0.1871,0.3443
9,"AO-B-AP","AP-B-OX","AOAP",0.1964,-0.143,0.464
10,"AO-B-AP","AP-R-AP","AOAP",-0.1399,-0.3693,0.1229
11,"AO-B-AP","AP-R-JU","AOAP",-0.3001,-0.4639,-0.08
12,"AO-B-AP","AP-R-NV","AOAP",-0.2257,-0.3441,-0.0206
13,"AO-B-AP","AP-X-JU1","AOAP",-0.129,-0.2993,0.0694
14,"AO-B-AP","CR-B-LV","AOCR",-0.0989,-0.3366,0.1797
15,"AO-B-AP","CR-B-VO","AOCR",-0.0944,-0.231,0.0582
16,"AO-B-AP","CR-R-CR","AOCR",-0.1441,-0.413,0.1142
17,"AO-B-AP","CR-R-MP","AOCR",0.0716,-0.3052,0.4444
18,"AO-B-AP","LV-B-CR","AOLV",-0.1616,-0.3995,0.0453
19,"AO-B-AP","LV-B-MO","AOLV",-0.085,-0.41,0.2178
20,"AO-B-AP","LV-B-VO","AOLV",0.0186,-0.2273,0.2487
21,"AO-B-AP","LV-R-NV","AOLV",0.1803,-0.1211,0.4734
22,"AO-B-AP","LV-X-INB","AOLV",0,-0.239,0.2318
23,"AO-B-AP","MO-B-LV","AOMO",0.0711,-0.1702,0.3118
24,"AO-B-AP","MO-R-NV","AOMO",-0.1066,-0.3488,0.1189
25,"AO-B-AP","NV-B-AP","AONV",-0.0035,-0.2081,0.2466
26,"AO-B-AP","NV-B-CR","AONV",-0.0868,-0.3861,0.2183
27,"AO-B-AP","NV-B-LV","AONV",0.1887,-0.1392,0.465
28,"AO-B-AP","NV-B-MO","AONV",0.1566,-0.14,0.5271
29,"AO-B-AP","NV-B-MP","AONV",0.0117,-0.238,0.2346
30,"AO-B-AP","NV-B-NV","AONV",0.1279,-0.2054,0.5204
31,"AO-B-AP","NV-B-NV2","AONV",0.201,-0.0983,0.4572
32,"AO-B-AP","NV-B-VP","AONV",0.0052,-0.1936,0.2127
33,"AO-B-AP","NV-R-JU","AONV",-0.0112,-0.2129,0.1388
34,"AO-B-AP","NV-R-JU1","AONV",0.3275,0.1113,0.5266
35,"AO-B-AP","NV-R-JU2","AONV",0.0186,-0.1716,0.2672
36,"AO-B-AP","NV-R-LV","AONV",0.0564,-0.1879,0.4216
37,"AO-B-AP","NV-R-VO","AONV",-0.1201,-0.358,0.1336
38,"AO-B-AP","VO-B-AP","AOVO",-0.1993,-0.33,-0.0371
39,"AO-B-AP","VO-B-JU","AOVO",0.1759,-0.1088,0.4601
40,"AO-B-AP","VO-B-MO","AOVO",-0.2287,-0.3558,-0.0734
41,"AO-B-AP","VO-R-AO","AOVO",-0.0674,-0.3932,0.2653
42,"AO-B-AP","VO-R-JU1","AOVO",0.0046,-0.2535,0.2062
43,"AO-B-AP","VO-R-JU2","AOVO",-0.0714,-0.2963,0.1743
44,"AO-B-AP","VO-R-LV","AOVO",-0.0345,-0.2978,0.2312
45,"AO-B-JU","AO-B-NV","AOAO",7e-04,-0.26,0.2819
46,"AO-B-JU","AO-R-CR","AOAO",0.2852,-0.0612,0.7049
47,"AO-B-JU","AO-R-NV","AOAO",0.4194,0.1651,0.6528
48,"AO-B-JU","AP-B-AO","AOAP",-0.0173,-0.2555,0.2405
49,"AO-B-JU","AP-B-CR","AOAP",0.0405,-0.2099,0.2595
50,"AO-B-JU","AP-B-LV","AOAP",0.1861,-0.1435,0.4406
51,"AO-B-JU","AP-B-MO","AOAP",0.2959,0.0095,0.5063
52,"AO-B-JU","AP-B-OX","AOAP",0.1521,-0.0473,0.3466
53,"AO-B-JU","AP-R-AP","AOAP",-0.1666,-0.3135,0.0674
54,"AO-B-JU","AP-R-JU","AOAP",-0.0835,-0.3858,0.1806
55,"AO-B-JU","AP-R-NV","AOAP",-0.0015,-0.2337,0.1938
56,"AO-B-JU","AP-X-JU1","AOAP",-0.0338,-0.236,0.2635
57,"AO-B-JU","CR-B-LV","AOCR",0.0028,-0.1733,0.2193
58,"AO-B-JU","CR-B-VO","AOCR",-0.1155,-0.2933,0.0298
59,"AO-B-JU","CR-R-CR","AOCR",-0.1728,-0.3562,0.0565
60,"AO-B-JU","CR-R-MP","AOCR",-0.0612,-0.2935,0.1403
61,"AO-B-JU","LV-B-CR","AOLV",-0.0049,-0.2281,0.2326
62,"AO-B-JU","LV-B-MO","AOLV",-0.1047,-0.3398,0.1351
63,"AO-B-JU","LV-B-VO","AOLV",0.011,-0.2423,0.2888
64,"AO-B-JU","LV-R-NV","AOLV",0.1948,-0.1769,0.5807
65,"AO-B-JU","LV-X-INB","AOLV",0.1332,-0.1034,0.2779
66,"AO-B-JU","MO-B-LV","AOMO",0.129,-0.2155,0.432
67,"AO-B-JU","MO-R-NV","AOMO",-0.2047,-0.373,-0.0098
68,"AO-B-JU","NV-B-AP","AONV",-0.1604,-0.3493,0.0746
69,"AO-B-JU","NV-B-CR","AONV",-0.1068,-0.3694,0.0983
70,"AO-B-JU","NV-B-LV","AONV",-0.1258,-0.2931,0.0809
71,"AO-B-JU","NV-B-MO","AONV",0.3077,-0.0506,0.6933
72,"AO-B-JU","NV-B-MP","AONV",0.0736,-0.1853,0.4397
73,"AO-B-JU","NV-B-NV","AONV",0.003,-0.19,0.2275
74,"AO-B-JU","NV-B-NV2","AONV",0.2191,-0.1267,0.527
75,"AO-B-JU","NV-B-VP","AONV",0.0625,-0.1947,0.2885
76,"AO-B-JU","NV-R-JU","AONV",-0.0235,-0.1267,0.1466
77,"AO-B-JU","NV-R-JU1","AONV",-0.0198,-0.244,0.2454
78,"AO-B-JU","NV-R-JU2","AONV",-0.1209,-0.393,0.1781
79,"AO-B-JU","NV-R-LV","AONV",0.1216,-0.1976,0.4057
80,"AO-B-JU","NV-R-VO","AONV",0.0206,-0.2485,0.2524
81,"AO-B-JU","VO-B-AP","AOVO",-0.1201,-0.3289,0.1236
82,"AO-B-JU","VO-B-JU","AOVO",0.191,-0.1749,0.4463
83,"AO-B-JU","VO-B-MO","AOVO",-0.266,-0.3831,-0.1333
84,"AO-B-JU","VO-R-AO","AOVO",-0.1506,-0.3319,0.0503
85,"AO-B-JU","VO-R-JU1","AOVO",-0.0052,-0.2392,0.2641
86,"AO-B-JU","VO-R-JU2","AOVO",0.044,-0.2197,0.2443
87,"AO-B-JU","VO-R-LV","AOVO",-0.0506,-0.2646,0.1076
88,"AO-B-NV","AO-R-CR","AOAO",0.3621,0.2873,0.4159
89,"AO-B-NV","AO-R-NV","AOAO",0.0405,-0.1656,0.2353
90,"AO-B-NV","AP-B-AO","AOAP",-0.2048,-0.3939,0.0897
91,"AO-B-NV","AP-B-CR","AOAP",-0.1436,-0.3085,0.0696
92,"AO-B-NV","AP-B-LV","AOAP",-0.0241,-0.2402,0.2384
93,"AO-B-NV","AP-B-MO","AOAP",-0.1443,-0.3823,0.1346
94,"AO-B-NV","AP-B-OX","AOAP",-0.0345,-0.2024,0.1161
95,"AO-B-NV","AP-R-AP","AOAP",-0.2105,-0.4091,0.0328
96,"AO-B-NV","AP-R-JU","AOAP",-0.2032,-0.4267,0.0323
97,"AO-B-NV","AP-R-NV","AOAP",-0.1287,-0.31,0.0835
98,"AO-B-NV","AP-X-JU1","AOAP",-0.1475,-0.315,0.0891
99,"AO-B-NV","CR-B-LV","AOCR",-0.2291,-0.4782,0.0098
100,"AO-B-NV","CR-B-VO","AOCR",-0.0588,-0.34,0.1398
101,"AO-B-NV","CR-R-CR","AOCR",0.0585,-0.3443,0.4097
102,"AO-B-NV","CR-R-MP","AOCR",0.2323,-0.0604,0.4938
103,"AO-B-NV","LV-B-CR","AOLV",-0.125,-0.297,0.1006
104,"AO-B-NV","LV-B-MO","AOLV",0.0029,-0.2926,0.32
105,"AO-B-NV","LV-B-VO","AOLV",0.0013,-0.1928,0.1949
106,"AO-B-NV","LV-R-NV","AOLV",0,-0.22,0.2237
107,"AO-B-NV","LV-X-INB","AOLV",-0.2102,-0.3902,0.003
108,"AO-B-NV","MO-B-LV","AOMO",-0.1532,-0.3308,0.0822
109,"AO-B-NV","MO-R-NV","AOMO",0.0605,-0.1149,0.2405
110,"AO-B-NV","NV-B-AP","AONV",0.169,-0.1431,0.3969
111,"AO-B-NV","NV-B-CR","AONV",0.1589,-0.2343,0.4865
112,"AO-B-NV","NV-B-LV","AONV",0.2333,0.0898,0.4537
113,"AO-B-NV","NV-B-MO","AONV",-0.1043,-0.3235,0.1881
114,"AO-B-NV","NV-B-MP","AONV",-0.2587,-0.4136,-0.0659
115,"AO-B-NV","NV-B-NV","AONV",0.1124,-0.1832,0.4789
116,"AO-B-NV","NV-B-NV2","AONV",0.071,-0.1503,0.2804
117,"AO-B-NV","NV-B-VP","AONV",-0.0126,-0.2608,0.2755
118,"AO-B-NV","NV-R-JU","AONV",-0.0902,-0.2758,0.106
119,"AO-B-NV","NV-R-JU1","AONV",0.259,0.0142,0.4819
120,"AO-B-NV","NV-R-JU2","AONV",0.2363,-0.0035,0.4393
121,"AO-B-NV","NV-R-LV","AONV",-0.2008,-0.4179,0.0365
122,"AO-B-NV","NV-R-VO","AONV",-0.285,-0.4976,-0.1203
123,"AO-B-NV","VO-B-AP","AOVO",-0.1669,-0.3199,-0.015
124,"AO-B-NV","VO-B-JU","AOVO",-0.0186,-0.1936,0.1812
125,"AO-B-NV","VO-B-MO","AOVO",-0.1958,-0.4306,0.0738
126,"AO-B-NV","VO-R-AO","AOVO",-0.0857,-0.2804,0.1159
127,"AO-B-NV","VO-R-JU1","AOVO",-0.1325,-0.3174,0.0789
128,"AO-B-NV","VO-R-JU2","AOVO",-0.0303,-0.2527,0.1728
129,"AO-B-NV","VO-R-LV","AOVO",0.0083,-0.2,0.3182
130,"AO-R-CR","AO-R-NV","AOAO",0.5337,0.4168,0.6944
131,"AO-R-CR","AP-B-AO","AOAP",-0.1892,-0.3118,0.004
132,"AO-R-CR","AP-B-CR","AOAP",-0.2451,-0.5185,-0.0425
133,"AO-R-CR","AP-B-LV","AOAP",0.0612,-0.1793,0.3366
134,"AO-R-CR","AP-B-MO","AOAP",-0.0086,-0.2989,0.3228
135,"AO-R-CR","AP-B-OX","AOAP",-0.1835,-0.462,0.0074
136,"AO-R-CR","AP-R-AP","AOAP",-0.3603,-0.4867,-0.2741
137,"AO-R-CR","AP-R-JU","AOAP",-0.1875,-0.3165,-0.0328
138,"AO-R-CR","AP-R-NV","AOAP",-0.2337,-0.3517,-0.0791
139,"AO-R-CR","AP-X-JU1","AOAP",-0.1879,-0.3125,-0.0519
140,"AO-R-CR","CR-B-LV","AOCR",0.0161,-0.1851,0.3058
141,"AO-R-CR","CR-B-VO","AOCR",-0.0949,-0.3789,0.1869
142,"AO-R-CR","CR-R-CR","AOCR",-0.0325,-0.1906,0.1324
143,"AO-R-CR","CR-R-MP","AOCR",0.1417,-0.1023,0.3182
144,"AO-R-CR","LV-B-CR","AOLV",0.0674,-0.1962,0.3246
145,"AO-R-CR","LV-B-MO","AOLV",0.132,-0.105,0.319
146,"AO-R-CR","LV-B-VO","AOLV",0.1463,-0.1783,0.4351
147,"AO-R-CR","LV-R-NV","AOLV",0.1944,-0.143,0.5089
148,"AO-R-CR","LV-X-INB","AOLV",0.0715,-0.2273,0.3096
149,"AO-R-CR","MO-B-LV","AOMO",-0.0295,-0.247,0.2111
150,"AO-R-CR","MO-R-NV","AOMO",-0.3034,-0.4345,-0.1929
151,"AO-R-CR","NV-B-AP","AONV",-0.2648,-0.3804,-0.1594
152,"AO-R-CR","NV-B-CR","AONV",-0.0326,-0.1828,0.1921
153,"AO-R-CR","NV-B-LV","AONV",-0.2245,-0.4035,-0.0778
154,"AO-R-CR","NV-B-MO","AONV",-0.0843,-0.4236,0.3341
155,"AO-R-CR","NV-B-MP","AONV",-0.2445,-0.4382,-0.1071
156,"AO-R-CR","NV-B-NV","AONV",-0.1672,-0.3225,0.0224
157,"AO-R-CR","NV-B-NV2","AONV",0.1566,-0.1384,0.5046
158,"AO-R-CR","NV-B-VP","AONV",-0.0515,-0.2733,0.1687
159,"AO-R-CR","NV-R-JU","AONV",-0.0699,-0.2703,0.1552
160,"AO-R-CR","NV-R-JU1","AONV",-0.241,-0.4183,-0.0795
161,"AO-R-CR","NV-R-JU2","AONV",-0.0976,-0.3343,0.1925
162,"AO-R-CR","NV-R-LV","AONV",-0.1227,-0.3189,0.0237
163,"AO-R-CR","NV-R-VO","AONV",-0.1218,-0.2897,0.0755
164,"AO-R-CR","VO-B-AP","AOVO",-0.1525,-0.2838,0.0014
165,"AO-R-CR","VO-B-JU","AOVO",0.1909,-0.1209,0.5681
166,"AO-R-CR","VO-B-MO","AOVO",-0.1821,-0.3861,0.1155
167,"AO-R-CR","VO-R-AO","AOVO",-0.2442,-0.4315,-0.0235
168,"AO-R-CR","VO-R-JU1","AOVO",-0.1142,-0.3171,0.0781
169,"AO-R-CR","VO-R-JU2","AOVO",-0.1966,-0.3473,0.0044
170,"AO-R-CR","VO-R-LV","AOVO",-0.1605,-0.3968,0.0685
171,"AO-R-NV","AP-B-AO","AOAP",-0.1137,-0.2966,0.1013
172,"AO-R-NV","AP-B-CR","AOAP",-0.1799,-0.4183,0.033
173,"AO-R-NV","AP-B-LV","AOAP",0.3735,0.0992,0.6736
174,"AO-R-NV","AP-B-MO","AOAP",0.344,0.0951,0.556
175,"AO-R-NV","AP-B-OX","AOAP",-0.1157,-0.3152,0.1176
176,"AO-R-NV","AP-R-AP","AOAP",-0.3121,-0.4639,-0.1453
177,"AO-R-NV","AP-R-JU","AOAP",-0.112,-0.3724,0.1028
178,"AO-R-NV","AP-R-NV","AOAP",-0.0274,-0.2729,0.1909
179,"AO-R-NV","AP-X-JU1","AOAP",-0.1203,-0.3458,0.1076
180,"AO-R-NV","CR-B-LV","AOCR",0.0426,-0.1134,0.2394
181,"AO-R-NV","CR-B-VO","AOCR",-0.1408,-0.3451,0.0349
182,"AO-R-NV","CR-R-CR","AOCR",-0.0112,-0.1538,0.1831
183,"AO-R-NV","CR-R-MP","AOCR",0.1156,-0.0791,0.3445
184,"AO-R-NV","LV-B-CR","AOLV",0.2924,0.0744,0.3996
185,"AO-R-NV","LV-B-MO","AOLV",0.0489,-0.1328,0.2668
186,"AO-R-NV","LV-B-VO","AOLV",0.121,-0.1383,0.3973
187,"AO-R-NV","LV-R-NV","AOLV",0.0486,-0.2063,0.401
188,"AO-R-NV","LV-X-INB","AOLV",0.1089,-0.1688,0.4051
189,"AO-R-NV","MO-B-LV","AOMO",-0.1873,-0.3578,0.0239
190,"AO-R-NV","MO-R-NV","AOMO",-0.0922,-0.2562,0.122
191,"AO-R-NV","NV-B-AP","AONV",-0.2676,-0.3966,-0.1297
192,"AO-R-NV","NV-B-CR","AONV",-0.0126,-0.2649,0.2553
193,"AO-R-NV","NV-B-LV","AONV",-0.0189,-0.3298,0.2754
194,"AO-R-NV","NV-B-MO","AONV",-0.0664,-0.2124,0.1679
195,"AO-R-NV","NV-B-MP","AONV",-0.2449,-0.3941,-0.0491
196,"AO-R-NV","NV-B-NV","AONV",-0.0227,-0.1698,0.1374
197,"AO-R-NV","NV-B-NV2","AONV",0.1327,-0.1111,0.3431
198,"AO-R-NV","NV-B-VP","AONV",0.0382,-0.2306,0.2761
199,"AO-R-NV","NV-R-JU","AONV",-0.0506,-0.1808,0.1192
200,"AO-R-NV","NV-R-JU1","AONV",-0.1756,-0.4373,0.0769
201,"AO-R-NV","NV-R-JU2","AONV",-0.0143,-0.264,0.3393
202,"AO-R-NV","NV-R-LV","AONV",-0.1787,-0.3552,-0.012
203,"AO-R-NV","NV-R-VO","AONV",-0.0556,-0.275,0.1823
204,"AO-R-NV","VO-B-AP","AOVO",-0.1443,-0.3142,0.1509
205,"AO-R-NV","VO-B-JU","AOVO",0.0315,-0.3033,0.2506
206,"AO-R-NV","VO-B-MO","AOVO",-0.2941,-0.4072,-0.1811
207,"AO-R-NV","VO-R-AO","AOVO",-0.1135,-0.3026,0.1892
208,"AO-R-NV","VO-R-JU1","AOVO",-0.1688,-0.3799,0.0266
209,"AO-R-NV","VO-R-JU2","AOVO",0.0888,-0.1655,0.3499
210,"AO-R-NV","VO-R-LV","AOVO",-0.0791,-0.31,0.2469
211,"AP-B-AO","AP-B-CR","APAP",0.1986,0.0378,0.3306
212,"AP-B-AO","AP-B-LV","APAP",0.413,0.2241,0.6195
213,"AP-B-AO","AP-B-MO","APAP",0.1364,-0.0255,0.3158
214,"AP-B-AO","AP-B-OX","APAP",0.1228,-0.1407,0.3646
215,"AP-B-AO","AP-R-AP","APAP",0.3797,0.3101,0.4581
216,"AP-B-AO","AP-R-JU","APAP",0.479,0.1229,0.7372
217,"AP-B-AO","AP-R-NV","APAP",0.4218,0.114,0.6994
218,"AP-B-AO","AP-X-JU1","APAP",0.8239,0.6942,1
219,"AP-B-AO","CR-B-LV","APCR",0.1583,-0.1512,0.5045
220,"AP-B-AO","CR-B-VO","APCR",0.1488,-0.0144,0.3539
221,"AP-B-AO","CR-R-CR","APCR",0.1066,-0.1365,0.3304
222,"AP-B-AO","CR-R-MP","APCR",-0.0851,-0.31,0.1852
223,"AP-B-AO","LV-B-CR","APLV",0.031,-0.1345,0.2346
224,"AP-B-AO","LV-B-MO","APLV",-0.1805,-0.3521,-0.0248
225,"AP-B-AO","LV-B-VO","APLV",0.048,-0.2258,0.3404
226,"AP-B-AO","LV-R-NV","APLV",-0.1952,-0.3933,0.0632
227,"AP-B-AO","LV-X-INB","APLV",0.03,-0.1769,0.2284
228,"AP-B-AO","MO-B-LV","APMO",-0.0667,-0.3185,0.1727
229,"AP-B-AO","MO-R-NV","APMO",-0.0884,-0.3561,0.2202
230,"AP-B-AO","NV-B-AP","APNV",-0.1824,-0.3463,0.0085
231,"AP-B-AO","NV-B-CR","APNV",-0.1264,-0.3261,0.0794
232,"AP-B-AO","NV-B-LV","APNV",-0.211,-0.3618,-0.0542
233,"AP-B-AO","NV-B-MO","APNV",-0.2639,-0.4495,0.0041
234,"AP-B-AO","NV-B-MP","APNV",-0.1626,-0.3519,0.0832
235,"AP-B-AO","NV-B-NV","APNV",-0.0235,-0.262,0.213
236,"AP-B-AO","NV-B-NV2","APNV",-0.0028,-0.2209,0.2335
237,"AP-B-AO","NV-B-VP","APNV",-0.0952,-0.2857,0.1522
238,"AP-B-AO","NV-R-JU","APNV",0.016,-0.1688,0.2269
239,"AP-B-AO","NV-R-JU1","APNV",-0.2901,-0.4555,-0.1312
240,"AP-B-AO","NV-R-JU2","APNV",-0.2059,-0.3902,-0.0148
241,"AP-B-AO","NV-R-LV","APNV",-0.2996,-0.4231,-0.1635
242,"AP-B-AO","NV-R-VO","APNV",-0.1072,-0.2905,0.0982
243,"AP-B-AO","VO-B-AP","APVO",-0.247,-0.3627,-0.0991
244,"AP-B-AO","VO-B-JU","APVO",-0.232,-0.3534,-0.0835
245,"AP-B-AO","VO-B-MO","APVO",-0.0019,-0.1921,0.2328
246,"AP-B-AO","VO-R-AO","APVO",-0.1088,-0.2615,0.0541
247,"AP-B-AO","VO-R-JU1","APVO",-0.1605,-0.322,-0.029
248,"AP-B-AO","VO-R-JU2","APVO",-0.0503,-0.2395,0.2347
249,"AP-B-AO","VO-R-LV","APVO",-0.2108,-0.4286,-0.0186
250,"AP-B-CR","AP-B-LV","APAP",-0.2945,-0.4624,-0.0143
251,"AP-B-CR","AP-B-MO","APAP",-0.0526,-0.3855,0.2446
252,"AP-B-CR","AP-B-OX","APAP",0.6665,0.3567,0.9061
253,"AP-B-CR","AP-R-AP","APAP",0.5167,0.3714,0.648
254,"AP-B-CR","AP-R-JU","APAP",0.0766,-0.1516,0.3439
255,"AP-B-CR","AP-R-NV","APAP",0.0885,-0.1047,0.3053
256,"AP-B-CR","AP-X-JU1","APAP",0.1073,-0.1183,0.2866
257,"AP-B-CR","CR-B-LV","APCR",-0.0273,-0.2807,0.2246
258,"AP-B-CR","CR-B-VO","APCR",0.1357,-0.095,0.3919
259,"AP-B-CR","CR-R-CR","APCR",-0.1879,-0.4295,0.0489
260,"AP-B-CR","CR-R-MP","APCR",-0.1477,-0.3745,0.1686
261,"AP-B-CR","LV-B-CR","APLV",-0.092,-0.3799,0.2541
262,"AP-B-CR","LV-B-MO","APLV",-0.2849,-0.457,-0.1091
263,"AP-B-CR","LV-B-VO","APLV",-0.0814,-0.3599,0.1244
264,"AP-B-CR","LV-R-NV","APLV",-0.0782,-0.2874,0.0693
265,"AP-B-CR","LV-X-INB","APLV",0.021,-0.1481,0.2272
266,"AP-B-CR","MO-B-LV","APMO",0.0909,-0.1014,0.2816
267,"AP-B-CR","MO-R-NV","APMO",-0.0905,-0.3369,0.137
268,"AP-B-CR","NV-B-AP","APNV",-0.2445,-0.4442,0.0315
269,"AP-B-CR","NV-B-CR","APNV",-0.2872,-0.4381,-0.0909
270,"AP-B-CR","NV-B-LV","APNV",-0.1461,-0.4093,0.1515
271,"AP-B-CR","NV-B-MO","APNV",0.2463,0.0405,0.4671
272,"AP-B-CR","NV-B-MP","APNV",0.0974,-0.1089,0.317
273,"AP-B-CR","NV-B-NV","APNV",-0.2105,-0.3389,-0.0457
274,"AP-B-CR","NV-B-NV2","APNV",-0.0686,-0.2706,0.2363
275,"AP-B-CR","NV-B-VP","APNV",0.1469,-0.1469,0.4486
276,"AP-B-CR","NV-R-JU","APNV",0.0702,-0.0722,0.2308
277,"AP-B-CR","NV-R-JU1","APNV",-0.1068,-0.3808,0.2603
278,"AP-B-CR","NV-R-JU2","APNV",-0.3218,-0.5,-0.1421
279,"AP-B-CR","NV-R-LV","APNV",-0.0444,-0.2054,0.1095
280,"AP-B-CR","NV-R-VO","APNV",0.1438,-0.1921,0.4031
281,"AP-B-CR","VO-B-AP","APVO",0.0172,-0.1842,0.2618
282,"AP-B-CR","VO-B-JU","APVO",0.0191,-0.3093,0.2272
283,"AP-B-CR","VO-B-MO","APVO",-0.1668,-0.3104,-0.0106
284,"AP-B-CR","VO-R-AO","APVO",0.0071,-0.2719,0.3506
285,"AP-B-CR","VO-R-JU1","APVO",0.0244,-0.2228,0.2111
286,"AP-B-CR","VO-R-JU2","APVO",0.0696,-0.1851,0.3032
287,"AP-B-CR","VO-R-LV","APVO",0.1749,-0.1489,0.5831
288,"AP-B-LV","AP-B-MO","APAP",0.3831,-0.0431,0.7089
289,"AP-B-LV","AP-B-OX","APAP",-0.2865,-0.4972,-0.0091
290,"AP-B-LV","AP-R-AP","APAP",-0.2406,-0.4791,0.0148
291,"AP-B-LV","AP-R-JU","APAP",0.3488,0.229,0.4694
292,"AP-B-LV","AP-R-NV","APAP",0.3576,0.2534,0.4813
293,"AP-B-LV","AP-X-JU1","APAP",0.2955,0.0341,0.5494
294,"AP-B-LV","CR-B-LV","APCR",0.0381,-0.1659,0.2298
295,"AP-B-LV","CR-B-VO","APCR",0.0353,-0.1941,0.3297
296,"AP-B-LV","CR-R-CR","APCR",0.1661,-0.0714,0.3896
297,"AP-B-LV","CR-R-MP","APCR",0.1064,-0.1894,0.3365
298,"AP-B-LV","LV-B-CR","APLV",0.2127,-0.1057,0.5312
299,"AP-B-LV","LV-B-MO","APLV",0.0443,-0.2963,0.372
300,"AP-B-LV","LV-B-VO","APLV",-0.079,-0.3113,0.2264
301,"AP-B-LV","LV-R-NV","APLV",-0.0159,-0.2921,0.2096
302,"AP-B-LV","LV-X-INB","APLV",0.0993,-0.1185,0.2639
303,"AP-B-LV","MO-B-LV","APMO",-0.0667,-0.2955,0.2137
304,"AP-B-LV","MO-R-NV","APMO",-0.0884,-0.3618,0.1022
305,"AP-B-LV","NV-B-AP","APNV",-0.0433,-0.1973,0.1234
306,"AP-B-LV","NV-B-CR","APNV",0.0989,-0.1731,0.3362
307,"AP-B-LV","NV-B-LV","APNV",-0.0198,-0.2203,0.2601
308,"AP-B-LV","NV-B-MO","APNV",-0.2639,-0.4476,-0.0219
309,"AP-B-LV","NV-B-MP","APNV",-0.2994,-0.4617,-0.116
310,"AP-B-LV","NV-B-NV","APNV",0.0405,-0.1258,0.1765
311,"AP-B-LV","NV-B-NV2","APNV",0.0599,-0.143,0.3504
312,"AP-B-LV","NV-B-VP","APNV",-0.0952,-0.3063,0.1318
313,"AP-B-LV","NV-R-JU","APNV",-0.1152,-0.2418,0.0143
314,"AP-B-LV","NV-R-JU1","APNV",-0.1672,-0.393,0.0476
315,"AP-B-LV","NV-R-JU2","APNV",-0.0155,-0.3433,0.3166
316,"AP-B-LV","NV-R-LV","APNV",-0.2996,-0.4481,-0.0835
317,"AP-B-LV","NV-R-VO","APNV",-0.1599,-0.4139,0.1879
318,"AP-B-LV","VO-B-AP","APVO",-0.3012,-0.4045,-0.1768
319,"AP-B-LV","VO-B-JU","APVO",-0.2968,-0.4817,-0.0385
320,"AP-B-LV","VO-B-MO","APVO",-0.0019,-0.1881,0.1975
321,"AP-B-LV","VO-R-AO","APVO",-0.1088,-0.312,0.1867
322,"AP-B-LV","VO-R-JU1","APVO",-0.2894,-0.499,0.0141
323,"AP-B-LV","VO-R-JU2","APVO",0.0153,-0.251,0.2117
324,"AP-B-LV","VO-R-LV","APVO",-0.2108,-0.4005,-0.029
325,"AP-B-MO","AP-B-OX","APAP",-0.0569,-0.4421,0.3427
326,"AP-B-MO","AP-R-AP","APAP",-0.2358,-0.4507,0.017
327,"AP-B-MO","AP-R-JU","APAP",0.0144,-0.2422,0.2346
328,"AP-B-MO","AP-R-NV","APAP",-0.0338,-0.2739,0.2403
329,"AP-B-MO","AP-X-JU1","APAP",0.1067,-0.118,0.3101
330,"AP-B-MO","CR-B-LV","APCR",0.0863,-0.117,0.2582
331,"AP-B-MO","CR-B-VO","APCR",0.027,-0.2187,0.2373
